日期,埔里,線西,大里,二林,沙鹿,彰化,忠明,豐原,西屯,竹山,南投,萬里,菜寮,中壢,陽明,龍潭,士林,永和,三重,松山,林口,汐止,新店,淡水,桃園,大園,土城,大同,萬華,中山,板橋,古亭,新莊,基隆,觀音,平鎮,頭份,新竹,湖口,苗栗,三義,竹東,宜蘭,冬山,關山,臺東,花蓮,楠梓,屏東,橋頭,大寮,小港,林園,前鎮,仁武,前金,鳳山,美濃,左營,潮州,恆春,復興,新營,臺西,新港,崙背,斗六,安南,臺南,麥寮,善化,朴子,嘉義
2015-01-01,64.28,72.23,71.17,79.09,71.05,66.86,69.17,53.75,70.83,87.39,82.88,60.43,53.58,75.06,21.28,62.38,43.02,48.29,66.3,46.01,48.51,46.87,42.52,50.95,55.74,58.95,60.17,63.07,47.34,68.92,61.88,53.18,56.04,35.2,73.51,70.41,63.29,62.99,59.88,60.98,53.96,54.91,47.04,50.4,31.21,29.23,38.68,108.8,86.83,95.83,90.34,98.46,67.15,92.21,106.96,104.0,114.59,71.05,96.32,82.82,32.07,100.4,98.54,77.75,100.62,89.18,82.43,96.47,86.67,115.93,80.4,106.25,90.56
2015-01-08,54.2,59.12,65.17,63.6,56.88,58.82,59.34,43.72,60.97,79.94,77.47,60.72,44.45,62.98,22.88,49.66,41.93,41.23,65.84,44.32,45.2,43.56,39.36,44.98,44.26,51.93,43.91,60.77,45.98,64.33,47.4,50.88,43.05,34.56,60.53,58.77,45.18,43.27,45.03,45.11,43.18,39.81,48.31,46.23,31.16,27.27,35.51,98.7,80.03,86.79,83.41,91.86,58.9,81.62,96.35,91.56,104.57,70.5,84.73,88.53,34.49,89.17,79.92,59.9,81.14,71.21,75.48,83.89,74.02,94.97,70.81,89.38,83.09
2015-01-15,59.54,72.65,79.34,80.95,70.78,68.58,65.35,59.23,73.99,92.12,86.26,82.93,59.75,80.14,33.78,68.77,57.48,56.35,81.34,58.45,61.5,58.37,54.34,59.53,60.29,67.83,59.63,75.12,58.95,82.57,62.73,66.06,61.68,48.06,77.45,73.87,68.63,63.22,62.9,64.91,56.4,58.0,60.56,63.22,42.43,39.56,50.88,120.83,101.18,96.37,95.73,117.27,69.82,102.15,119.59,121.91,132.01,94.77,106.51,111.18,41.49,108.28,96.09,82.1,96.3,83.75,84.06,104.77,93.31,121.28,91.79,108.64,98.21
2015-01-22,55.13,74.52,73.96,84.22,73.02,68.18,70.02,51.89,72.89,92.91,90.28,63.09,58.93,85.7,25.68,67.38,52.63,57.17,76.62,53.03,59.78,55.49,49.86,57.72,62.41,71.08,63.77,70.73,53.73,75.82,66.48,60.82,64.98,43.36,76.58,72.98,65.94,60.14,64.61,62.07,55.88,52.85,54.61,53.88,38.74,34.69,43.67,108.12,92.62,96.01,96.79,107.46,69.06,101.34,109.29,111.6,121.68,81.12,102.06,99.74,42.39,104.64,102.15,75.05,107.01,84.28,89.88,105.13,88.55,102.88,92.05,106.59,100.75
2015-01-29,49.27,40.97,41.9,45.54,39.33,38.13,33.85,31.6,38.53,68.09,59.18,40.78,21.68,43.89,4.55,32.87,20.18,21.31,37.75,20.22,22.62,22.27,19.04,15.91,25.04,32.44,23.16,35.23,21.61,36.34,25.82,29.73,22.64,17.93,37.78,32.78,37.08,29.79,30.63,33.21,31.3,26.79,22.51,18.32,15.77,14.4,15.64,89.32,82.61,70.61,81.69,92.6,61.1,82.52,114.185,88.42,104.09,71.46,79.33,102.64,20.52,85.69,65.17,39.81,59.68,49.13,52.4,64.93,56.75,74.12,66.49,68.88,67.12
2015-02-05,71.99,59.22,60.54,67.03,63.29,57.79,55.83,48.89,60.46,87.75,78.94,60.93,44.6,70.81,20.6,54.69,42.32,44.62,68.36,42.1,45.44,43.55,40.14,39.64,46.74,54.95,45.97,58.55,43.6,64.0,50.6,50.3,48.14,30.98,55.45,58.8,54.41,49.86,52.71,50.17,45.74,46.04,40.83,39.77,33.04,26.52,31.45,114.38,102.22,94.29,101.19,113.82,71.72,105.91,119.08,114.89,124.37,87.09,102.78,123.48,36.05,104.23,88.68,80.61,83.55,90.48,79.2,91.65,84.41,115.44,88.93,99.76,91.83
2015-02-12,70.28,98.01,97.18,98.14,90.95,84.22,88.0,68.82,88.59,98.29,97.57,72.72,76.81,96.61,39.79,81.21,70.24,75.42,95.45,73.25,74.37,71.59,69.2,66.64,74.0,85.54,76.33,89.37,71.61,98.76,78.31,81.53,76.14,60.04,88.27,86.53,81.57,77.57,83.36,78.67,63.09,68.0,73.54,68.98,45.92,46.54,66.65,125.29,92.56,100.79,97.55,111.92,73.5,93.89,118.1,111.52,119.97,82.12,104.95,96.5,56.29,100.81,117.61,87.71,116.85,102.63,109.43,112.4,101.35,121.0,106.36,119.85,117.31
2015-02-19,56.3,63.88,62.34,66.06,60.35,58.14,53.93,52.04,57.48,90.54,81.2,44.99,53.6,69.77,17.65,55.17,47.29,53.49,65.31,47.09,56.81,44.45,46.64,44.81,52.45,55.03,52.84,63.13,49.1,70.27,56.76,56.98,49.85,34.59,58.49,61.74,63.39,55.21,54.44,59.81,44.64,55.05,42.07,30.69,29.22,26.61,32.3,88.94,67.78,66.15,68.68,87.39,52.2,67.79,83.0,82.77,89.73,60.46,72.11,75.82,42.34,70.14,82.29,60.75,81.37,67.22,77.35,72.37,66.57,82.85,75.92,83.06,87.35
2015-02-26,58.28,54.41,54.35,58.1,51.22,48.33,49.03,50.48,50.64,81.53,70.48,48.24,39.95,60.67,10.54,48.19,34.85,38.37,53.93,31.14,39.25,36.53,32.28,32.25,36.55,48.06,39.0,50.84,34.92,55.58,43.68,43.59,39.36,27.25,50.46,46.9,51.34,44.26,43.25,46.72,40.21,43.66,35.02,29.26,21.96,21.11,26.59,94.19,78.4,66.79,76.33,86.59,49.49,68.74,90.92,88.38,89.97,65.64,70.49,81.76,28.27,72.13,73.79,52.67,74.71,63.06,67.82,73.68,64.57,85.66,70.69,78.25,79.91
2015-03-05,72.34,45.55,47.18,52.27,40.1,39.95,41.56,36.74,44.76,79.85,70.32,44.54,27.74,44.46,8.67,37.12,26.47,26.76,42.56,24.57,28.38,26.01,22.33,21.74,27.47,33.85,26.79,43.62,25.76,45.76,29.28,33.54,26.35,19.87,38.65,32.66,35.96,33.19,31.15,35.33,30.43,30.07,28.78,21.6,20.01,16.84,21.49,99.47,89.02,72.97,85.6,100.06,60.98,77.67,100.23,100.01,106.72,77.25,76.42,102.68,30.02,82.64,70.16,44.2,69.47,54.02,64.09,73.54,62.1,78.65,65.16,69.53,74.6
