日期,西屯,大里,沙鹿,南投,彰化,忠明,竹山,豐原,二林,線西,埔里,板橋,觀音,龍潭,林口,萬華,永和,淡水,士林,平鎮,桃園,三重,古亭,大同,大園,松山,汐止,中山,土城,新店,基隆,中壢,萬里,陽明,富貴角,新莊,菜寮,頭份,三義,湖口,苗栗,竹東,新竹,宜蘭,冬山,花蓮,臺東,關山,復興,林園,前鎮,美濃,大寮,恆春,橋頭,楠梓,前金,小港,鳳山,潮州,屏東,左營,仁武,新營,新港,臺西,斗六,麥寮,崙背,臺南,嘉義,安南,朴子,善化
2018-01-01,54.75,55.96,45.89,66.08,52.33,49.61,64.57,43.39,44.55,49.97,43.08,27.84,38.97,30.99,31.83,26.42,25.08,22.77,25.42,30.89,29.05,45.35,23.73,45.89,32.65,27.46,26.21,30.83,26.78,25.51,21.04,37.76,37.25,10.89,38.35,25.9,29.31,42.61,40.73,35.98,45.41,31.35,36.25,33.61,28.28,22.24,21.34,18.36,81.31,78.21,79.26,66.58,71.74,24.14,72.12,95.22,76.61,80.56,82.63,86.61,70.63,84.25,82.5,83.77,65.94,43.24,61.74,63.42,54.39,63.47,68.93,68.09,66.01,54.61
2018-01-08,32.88,32.79,27.97,40.54,33.74,27.26,38.32,24.94,38.44,37.17,23.83,27.43,39.91,29.48,31.96,25.56,24.56,28.09,23.69,36.65,31.56,41.86,24.39,43.99,36.3,25.99,25.22,27.39,28.39,24.74,22.07,41.11,48.23,14.38,46.89,28.34,28.84,29.23,25.28,32.39,33.62,25.0,27.4,32.38,33.36,27.56,24.75,25.31,59.28,57.46,58.23,46.59,49.19,26.09,48.96,64.99,55.24,52.96,63.81,60.41,48.24,56.28,57.43,56.97,45.76,41.15,36.77,50.76,44.73,47.6,47.11,44.74,52.83,38.79
2018-01-15,55.96,67.45,55.55,68.91,57.49,48.91,72.82,43.27,55.65,57.78,40.54,34.3,55.11,35.5,39.77,28.58,27.74,27.32,24.09,41.79,36.84,43.21,27.53,45.64,45.16,28.38,29.46,31.67,31.93,20.47,24.35,47.88,36.01,7.43,40.68,31.74,31.35,46.62,34.53,46.56,53.41,29.45,42.21,30.95,26.93,25.66,21.21,19.06,98.92,96.5,99.48,73.85,84.52,22.12,92.45,106.55,97.77,100.98,105.1,89.03,87.27,103.6,102.37,97.34,83.38,49.56,69.71,70.0,68.39,84.62,88.15,92.05,82.02,76.09
2018-01-22,37.47,40.35,35.26,53.29,40.17,27.16,56.88,34.38,35.33,43.5,38.13,25.79,44.67,28.12,31.43,24.52,23.45,22.94,20.93,34.02,27.1,40.65,22.89,40.57,33.25,24.91,24.02,28.16,26.69,18.22,20.67,37.87,43.14,6.72,45.43,23.42,26.93,33.53,27.39,33.09,37.32,24.51,29.62,29.78,24.38,23.53,21.5,21.77,87.36,89.8,91.52,67.17,75.2,25.9,79.8,89.11,83.38,89.5,87.81,102.13,77.88,87.65,85.24,72.04,64.09,41.36,51.47,57.24,53.1,67.03,66.13,65.9,72.33,55.61
2018-01-29,28.78,23.08,25.22,36.1,29.34,20.93,37.63,17.98,25.87,30.92,19.74,23.66,46.76,27.35,30.89,22.93,21.18,28.71,19.52,38.74,25.85,38.6,22.2,38.66,37.58,23.94,21.07,20.81,24.27,19.47,20.22,38.24,50.71,6.43,58.39,24.78,23.48,30.85,20.34,34.91,35.73,18.61,29.41,21.15,18.5,19.79,19.36,18.37,60.85,62.04,62.34,52.31,53.56,22.39,50.08,60.91,55.37,57.91,61.53,74.94,58.55,58.86,56.63,49.84,43.71,35.64,37.87,44.59,39.99,42.54,44.4,50.3,49.55,41.06
2018-02-05,42.28,43.86,39.95,52.86,43.85,33.86,51.63,27.72,46.12,50.78,20.08,38.98,57.81,34.63,39.51,34.98,34.97,36.29,33.29,47.25,36.91,54.4,31.63,54.76,47.08,36.27,33.92,34.88,36.76,28.23,29.68,49.52,49.61,13.61,56.0,37.5,36.62,40.88,25.92,45.79,45.84,34.87,40.18,28.97,29.38,23.92,21.55,20.78,74.26,66.58,75.46,54.15,61.71,20.75,65.68,71.57,68.96,67.27,71.05,67.63,56.04,71.27,67.33,69.69,64.57,52.62,53.02,62.57,61.36,58.02,63.98,65.7,70.94,63.0
2018-02-12,75.11,79.4,79.24,71.67,82.09,66.74,71.58,49.51,88.13,83.5,43.79,67.21,92.61,68.23,66.29,57.28,57.36,62.03,62.48,84.73,66.36,84.16,57.83,80.39,79.24,62.35,58.3,66.88,63.39,47.18,54.22,85.81,65.97,27.86,72.12,65.21,65.37,78.81,53.36,80.66,83.89,70.69,73.21,55.34,56.56,43.92,34.88,32.19,82.51,74.05,82.06,64.09,71.06,40.23,75.62,88.33,81.38,76.51,87.87,71.39,73.06,87.73,82.36,100.08,100.65,78.38,79.05,96.29,87.65,80.91,86.3,90.94,104.27,82.06
2018-02-19,47.22,54.49,53.45,57.49,53.79,41.18,57.87,32.86,58.31,56.97,33.82,45.05,59.47,43.81,36.61,37.3,40.82,37.5,34.85,50.37,41.72,54.4,37.11,55.68,50.16,37.48,39.86,39.68,43.17,32.93,32.14,58.99,47.91,10.17,49.4,37.4,39.42,52.8,27.5,55.25,58.63,44.95,47.77,30.14,28.85,26.83,22.89,20.62,83.09,77.95,84.43,62.71,72.44,26.65,74.98,83.7,80.2,74.27,92.04,69.05,66.96,86.2,79.25,84.92,77.77,55.57,64.15,71.98,63.59,69.82,71.28,75.72,81.62,68.04
2018-02-26,67.54,83.67,75.25,71.27,78.4,69.32,70.09,50.92,82.37,79.84,40.18,70.98,72.61,53.47,60.17,55.54,58.36,52.89,52.46,64.42,61.62,77.76,54.41,76.35,62.91,55.3,49.96,62.08,60.32,46.78,34.85,73.2,51.3,15.82,48.65,61.7,61.26,68.28,45.9,69.56,71.87,62.32,63.89,38.76,40.35,31.89,32.47,24.97,74.18,69.38,73.83,57.22,72.34,33.28,70.34,88.33,70.21,68.94,64.92,69.88,59.28,83.76,78.56,103.66,95.65,67.19,76.91,93.34,79.49,74.22,79.88,90.11,93.96,78.28
2018-03-05,37.37,40.26,39.88,45.78,39.73,33.1,48.07,30.9,50.24,48.3,31.76,33.82,51.42,33.73,37.46,30.72,27.02,29.55,31.42,44.63,33.71,47.07,27.91,47.33,42.98,32.41,29.2,34.65,31.44,24.38,24.73,48.29,55.5,13.74,50.88,31.47,29.58,40.14,27.44,43.55,42.58,35.57,37.39,34.25,33.37,28.38,28.13,26.04,74.14,67.92,71.87,59.11,69.78,28.97,62.94,81.86,69.13,67.83,60.6,72.73,60.12,75.2,69.85,66.05,60.07,56.81,47.99,67.67,50.57,55.44,58.18,58.02,70.19,57.16
