日期,大里,彰化,沙鹿,二林,竹山,埔里,南投,豐原,線西,西屯,忠明,菜寮,富貴角,大同,觀音,士林,龍潭,萬里,陽明,板橋,林口,平鎮,汐止,基隆,永和,古亭,三重,松山,淡水,土城,中山,新莊,大園,中壢,新店,萬華,桃園,三義,頭份,竹東,湖口,新竹,苗栗,宜蘭,冬山,臺東,關山,花蓮,左營,復興,前金,仁武,鳳山,潮州,小港,橋頭,屏東,美濃,林園,恆春,楠梓,前鎮,大寮,麥寮,善化,斗六,臺西,新港,嘉義,臺南,朴子,安南,崙背,新營
2019-03-12,58.18,55.53,52.45,84.0,64.22,55.5,59.11,51.26,58.44,63.89,52.35,39.56,43.84,43.93,48.22,40.63,46.6,42.13,28.27,40.02,40.74,44.58,35.49,37.98,38.31,42.31,47.87,42.9,30.61,42.13,42.95,45.67,40.66,47.16,34.07,41.6,42.4,45.41,44.93,42.88,46.42,48.24,45.86,36.0,39.15,31.39,29.75,34.12,62.25,63.22,65.18,57.81,65.32,66.09,64.59,63.53,68.47,58.96,69.23,36.56,62.48,65.27,61.52,69.37,75.24,64.83,60.77,77.52,69.0,69.05,72.59,73.1,68.47,67.72
2019-03-19,48.29,44.47,41.35,58.64,49.37,52.64,49.06,40.81,46.25,52.44,40.85,35.25,36.76,39.08,40.24,35.37,42.59,43.15,18.15,39.54,34.06,39.87,31.82,33.41,35.1,39.35,43.43,39.88,23.63,41.83,37.36,41.87,34.25,42.49,29.34,37.29,37.51,37.4,41.55,39.2,39.97,44.6,41.77,27.59,29.81,18.32,18.83,27.09,50.4,51.07,54.79,49.03,52.78,55.4,50.59,55.31,53.78,46.54,59.12,22.04,51.89,55.24,51.76,50.16,60.04,52.89,47.94,56.21,53.09,54.09,53.02,61.67,50.05,51.73
2019-03-26,40.36,38.43,36.04,56.87,51.74,49.45,47.83,38.31,42.83,44.28,32.18,42.0,39.5,42.73,42.37,38.77,43.22,47.4,22.38,43.02,38.87,38.98,36.31,37.48,37.54,40.53,49.99,43.62,27.46,42.09,43.35,41.2,37.47,41.99,29.85,41.04,41.43,31.18,36.31,36.15,38.57,41.79,34.86,32.97,32.61,22.15,22.76,27.27,36.88,49.0,48.7,46.97,47.24,54.99,47.84,49.37,49.62,47.96,51.54,21.04,46.32,49.27,45.72,52.23,58.65,47.61,42.44,47.96,54.28,47.14,48.41,56.07,46.52,49.71
2019-04-02,49.88,50.44,44.62,67.38,59.08,55.62,58.98,43.44,52.78,53.32,39.79,40.29,39.03,44.91,42.77,36.38,49.71,36.73,20.22,44.62,41.83,42.48,35.12,32.07,38.64,41.68,46.97,43.88,27.51,46.29,44.72,44.0,40.43,47.33,30.42,42.11,42.68,39.78,40.46,41.4,40.53,43.98,43.11,25.91,30.11,15.78,18.01,22.96,44.68,55.19,53.15,57.49,54.31,61.92,53.11,61.81,59.35,56.17,62.52,27.16,57.41,55.42,55.76,56.36,66.9,56.55,49.64,57.68,62.11,55.89,56.79,67.03,58.73,56.84
2019-04-09,32.91,36.33,28.36,47.22,46.73,43.06,43.64,32.45,37.63,37.32,27.68,34.28,41.82,39.56,35.24,33.65,38.97,40.66,18.87,35.53,35.24,33.33,28.4,30.94,33.02,36.36,38.44,39.83,24.4,38.66,38.61,32.57,30.96,36.86,27.32,36.63,34.85,28.87,33.79,32.2,33.14,38.54,32.49,25.54,30.23,19.45,22.06,25.34,38.42,44.27,44.7,48.95,46.36,51.15,46.91,47.52,49.22,47.49,51.49,19.12,46.65,51.04,50.9,51.93,55.94,42.26,42.83,50.41,46.37,46.32,48.31,57.41,45.19,47.87
2019-04-16,34.14,35.71,25.84,42.59,40.6,34.74,38.63,30.79,35.98,37.23,28.71,40.36,34.84,41.48,37.85,39.02,44.62,29.3,18.33,43.12,35.08,39.24,29.89,30.21,38.24,39.68,42.63,41.76,28.07,45.78,43.8,40.02,35.03,42.82,28.86,39.98,41.56,24.28,35.54,35.9,37.72,42.85,31.78,25.87,33.0,19.48,21.13,26.33,26.04,32.82,31.5,34.82,35.11,36.11,33.62,33.39,33.2,34.28,35.61,16.44,32.93,37.89,38.23,41.39,44.26,38.13,35.92,43.03,36.68,36.35,38.62,45.73,36.23,38.73
2019-04-23,34.42,36.02,29.6,45.65,39.66,41.39,39.56,36.96,37.29,39.52,31.91,34.95,35.15,33.04,29.67,33.82,39.41,38.43,19.92,36.52,32.56,31.99,29.09,34.54,34.73,36.66,39.1,36.17,26.22,39.62,41.97,34.04,33.29,35.24,25.86,34.87,33.05,29.04,31.19,36.55,32.31,38.57,30.39,28.03,30.81,23.88,24.79,22.52,23.94,31.76,27.44,32.95,32.68,37.77,34.25,31.44,35.7,39.53,32.28,13.79,33.01,36.17,38.32,42.66,42.2,38.57,33.51,43.51,35.84,35.86,38.8,49.35,39.05,43.47
2019-04-30,32.03,33.73,30.55,48.08,34.37,32.0,33.11,25.53,37.55,37.43,26.97,34.62,50.37,36.27,36.74,37.07,30.75,43.19,28.89,33.33,36.03,31.08,29.75,33.33,31.46,34.83,40.08,36.02,28.8,34.85,39.4,34.22,34.77,36.06,25.33,35.38,32.92,25.63,30.83,29.01,34.41,34.6,30.4,26.47,31.71,24.94,25.92,28.23,30.76,36.46,31.05,33.57,30.84,36.02,30.69,33.9,29.64,34.83,34.54,16.5,29.61,35.22,32.34,46.38,40.97,34.62,39.61,42.62,34.44,35.52,39.69,49.2,40.12,42.09
2019-05-07,35.42,37.52,28.48,49.34,45.65,35.99,44.0,29.6,33.57,38.83,30.93,21.87,32.53,25.72,28.33,23.54,24.38,29.27,8.8,22.29,21.96,23.69,14.81,19.48,18.17,23.9,24.09,20.77,15.43,27.81,23.5,21.74,24.05,27.92,14.35,20.8,21.83,24.44,32.86,28.41,29.29,32.3,30.49,24.485,19.73,11.15,15.96,17.0,50.4,55.54,48.48,52.57,47.73,48.14,45.29,52.4,44.13,44.73,53.99,7.37,46.27,51.42,50.07,38.0,54.08,45.5,34.16,45.07,46.6,47.94,44.35,60.94,43.28,49.74
2019-05-14,25.56,25.55,21.05,37.63,28.44,25.05,25.6,23.38,25.58,29.18,19.88,31.56,38.94,34.25,29.29,34.03,30.09,38.04,18.8,33.37,34.05,30.68,26.34,30.47,31.29,34.86,36.56,34.65,26.6,37.76,37.14,29.88,33.4,32.71,24.85,31.47,32.24,20.51,28.99,29.76,31.61,34.43,24.26,22.5,33.34,19.32,24.11,25.82,23.41,26.75,23.44,26.28,24.29,30.52,23.77,27.01,26.09,34.82,31.69,18.0,23.83,27.53,30.26,26.82,32.07,23.69,27.84,25.01,24.03,18.97,29.55,37.89,28.94,30.44
