region,year,week,case_c,pop_total,case_per_capita(‰),AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
中彰投,2017,28,2450,311819,7.86,28.21,1.81,8.09,9.91,23.93,27.89,12.16,74.7,2.64
中彰投,2017,29,2396,310593,7.71,28.6,1.81,9.07,10.69,29.97,35.23,17.13,74.2,2.75
中彰投,2017,30,2172,311395,6.98,28.63,1.4,8.84,10.27,30.17,38.47,21.82,75.78,3.22
中彰投,2017,31,2092,309715,6.75,27.43,1.78,6.87,8.55,23.04,25.9,11.42,80.62,2.23
中彰投,2017,32,1863,307018,6.07,29.31,1.72,6.07,7.61,18.27,29.08,12.93,74.57,2.12
中彰投,2017,33,1824,306066,5.96,29.33,2.28,8.22,10.49,20.89,27.18,14.08,71.51,2.77
中彰投,2017,34,1880,310767,6.05,29.03,2.14,9.87,12.0,27.5,37.12,19.23,77.74,2.87
中彰投,2017,35,1849,307038,6.02,28.92,1.92,9.98,11.74,28.84,42.37,22.55,77.07,2.89
中彰投,2017,36,1942,307625,6.31,28.99,1.65,8.43,10.14,25.72,33.32,16.94,78.6,2.66
中彰投,2017,37,2027,309553,6.55,29.19,2.33,10.55,12.8,30.75,40.87,20.17,71.23,2.96
中彰投,2017,38,2011,310555,6.48,29.43,1.25,13.13,14.44,44.52,58.73,33.97,69.72,3.96
中彰投,2017,39,1928,309553,6.23,29.73,1.98,10.44,12.38,28.53,40.37,21.67,73.96,3.07
中彰投,2017,40,2058,310593,6.63,29.37,1.8,11.89,13.57,34.34,53.72,27.59,74.89,2.95
中彰投,2017,41,2030,308713,6.58,28.7,2.14,12.07,14.2,30.04,51.87,24.74,75.06,3.19
中彰投,2017,42,2092,309043,6.77,25.88,2.14,9.92,12.07,28.48,30.64,12.32,80.99,2.08
中彰投,2017,43,2444,311374,7.85,23.09,1.4,12.09,13.51,46.63,50.7,24.86,67.49,2.22
中彰投,2017,44,2463,307107,8.02,22.96,1.97,12.19,14.12,36.7,47.23,19.41,72.04,2.25
中彰投,2017,45,2466,309086,7.98,24.49,2.16,14.22,16.38,29.78,55.59,25.66,80.93,2.5
中彰投,2017,46,2513,312252,8.05,24.08,3.31,15.06,18.33,23.47,48.68,23.12,82.92,2.77
中彰投,2017,47,2593,311450,8.33,20.85,2.36,13.88,16.17,24.28,35.76,15.88,78.49,2.29
中彰投,2017,48,2483,310313,8.0,22.71,2.69,13.73,16.41,27.71,48.92,23.29,81.0,2.44
中彰投,2017,49,2612,312049,8.37,17.89,3.08,14.24,17.3,26.14,43.22,22.07,78.66,2.26
中彰投,2017,50,2933,312011,9.4,18.7,4.38,16.08,20.5,23.51,46.39,22.65,80.54,2.52
中彰投,2017,51,3232,312252,10.35,16.75,2.9,14.4,17.31,29.01,47.6,24.13,73.06,2.54
中彰投,2017,52,3495,311395,11.22,19.2,3.09,17.12,20.17,29.14,71.82,39.92,74.98,3.06
中彰投,2018,1,3346,347983,9.62,18.58,4.78,17.35,22.14,20.12,52.44,27.6,84.44,2.6
中彰投,2018,2,3402,346954,9.81,13.57,3.43,13.67,17.13,26.22,33.62,16.71,71.76,2.28
中彰投,2018,3,3752,347983,10.78,19.72,4.25,18.32,22.52,23.46,57.58,31.05,81.34,2.71
中彰投,2018,4,3819,348711,10.95,18.38,2.73,15.07,17.74,25.96,41.85,18.95,79.24,2.34
中彰投,2018,5,3643,347983,10.47,12.95,2.58,13.4,15.96,24.58,28.12,17.33,84.24,2.15
