region,year,week,value
中彰投,2016,43,51.62
北北基桃竹苗,2016,43,44.57
宜花東,2016,43,28.43
雲嘉南,2016,43,48.91
高屏,2016,43,43.6
中彰投,2016,44,49.13
北北基桃竹苗,2016,44,36.28
宜花東,2016,44,38.5
雲嘉南,2016,44,70.54
高屏,2016,44,69.84
中彰投,2016,45,51.49
北北基桃竹苗,2016,45,37.28
宜花東,2016,45,31.91
雲嘉南,2016,45,62.7
高屏,2016,45,59.49
中彰投,2016,46,73.94
北北基桃竹苗,2016,46,48.81
宜花東,2016,46,40.76
雲嘉南,2016,46,89.73
高屏,2016,46,78.31
中彰投,2016,47,46.01
北北基桃竹苗,2016,47,31.01
宜花東,2016,47,27.49
雲嘉南,2016,47,65.15
高屏,2016,47,66.26
中彰投,2016,48,43.45
北北基桃竹苗,2016,48,38.09
宜花東,2016,48,33.46
雲嘉南,2016,48,53.01
高屏,2016,48,51.82
中彰投,2016,49,55.29
北北基桃竹苗,2016,49,42.9
宜花東,2016,49,40.32
雲嘉南,2016,49,75.09
高屏,2016,49,83.11
中彰投,2016,50,54.41
北北基桃竹苗,2016,50,40.56
宜花東,2016,50,33.36
雲嘉南,2016,50,75.09
高屏,2016,50,70.69
中彰投,2016,51,63.02
北北基桃竹苗,2016,51,41.93
宜花東,2016,51,34.5
雲嘉南,2016,51,78.64
高屏,2016,51,72.56
中彰投,2016,52,58.2
北北基桃竹苗,2016,52,41.76
宜花東,2016,52,41.75
雲嘉南,2016,52,75.98
高屏,2016,52,69.91
中彰投,2017,1,73.19
北北基桃竹苗,2017,1,46.98
宜花東,2017,1,33.89
雲嘉南,2017,1,86.27
高屏,2017,1,76.7
中彰投,2017,2,52.24
北北基桃竹苗,2017,2,40.09
宜花東,2017,2,38.29
雲嘉南,2017,2,72.11
高屏,2017,2,78.43
中彰投,2017,3,43.2
北北基桃竹苗,2017,3,32.58
宜花東,2017,3,30.95
雲嘉南,2017,3,62.93
高屏,2017,3,67.85
中彰投,2017,4,50.89
北北基桃竹苗,2017,4,38.34
宜花東,2017,4,35.79
雲嘉南,2017,4,72.26
高屏,2017,4,76.6
中彰投,2017,5,45.91
北北基桃竹苗,2017,5,36.24
宜花東,2017,5,28.48
雲嘉南,2017,5,69.7
高屏,2017,5,70.76
中彰投,2017,6,63.66
北北基桃竹苗,2017,6,50.18
宜花東,2017,6,47.48
雲嘉南,2017,6,85.68
高屏,2017,6,84.6
中彰投,2017,7,62.34
北北基桃竹苗,2017,7,44.31
宜花東,2017,7,37.16
雲嘉南,2017,7,79.58
高屏,2017,7,68.39
中彰投,2017,8,54.42
北北基桃竹苗,2017,8,35.7
宜花東,2017,8,31.57
雲嘉南,2017,8,73.33
高屏,2017,8,68.9
中彰投,2017,9,59.1
北北基桃竹苗,2017,9,49.49
宜花東,2017,9,43.12
雲嘉南,2017,9,78.05
高屏,2017,9,78.1
中彰投,2017,10,57.9
北北基桃竹苗,2017,10,45.08
宜花東,2017,10,34.31
雲嘉南,2017,10,68.83
高屏,2017,10,66.68
中彰投,2017,11,56.92
北北基桃竹苗,2017,11,39.52
宜花東,2017,11,31.74
雲嘉南,2017,11,70.0
高屏,2017,11,65.54
中彰投,2017,12,54.5
北北基桃竹苗,2017,12,33.88
宜花東,2017,12,29.75
雲嘉南,2017,12,71.02
高屏,2017,12,63.91
中彰投,2017,13,67.88
北北基桃竹苗,2017,13,66.32
宜花東,2017,13,48.9
雲嘉南,2017,13,78.44
高屏,2017,13,63.06
中彰投,2017,14,61.98
北北基桃竹苗,2017,14,52.92
宜花東,2017,14,42.81
